39.0394908712842 4 16
-0.28711797571815956 0.5377493628525044 -0.08403553979891987 -0.12333055720520125
0.53775802441435 0.36316924152957375 -0.2159157232526392 0.005781756241237224
-0.8179431735966598 -0.5407720139206988 -0.8224880205112894 -0.8648742591538151
-0.8803383808566434 -0.7861062644537099 -0.37363505557822707 -0.694246438143497
-1.1795301014567516 0.21711970802530922 0.09995949548289396 0.6854580003655278
-0.9551530916934353 0.26503680936656215 -0.17540711001297982 -0.05761452575360915
-1.202360406080728 0.42028187825696706 -0.6569235016629527 0.08057780206280085
0.7452665911423991 -0.5904119095475917 0.24440836208167727 0.864547119972376
0.6199460619196211 0.0051176182028498385 -0.28059168918492094 -1.0872517077700121
-1.0535980952426525 -0.3442034637577781 0.30709129755704456 0.6645827701687627
0.39654094103709614 -0.23809460410179895 0.1865221122907058 -0.19170382507775008
0.8092900573708115 -0.38010890101220174 0.03347179186494165 0.4892954153921707
0.8229019442175507 -0.04142070102969575 0.11250165171184467 0.7843130293460072
-0.1170805615138254 -0.0976027032884319 1.0313487671026755 0.1078808198581509
0.89512642543038 -0.21534095036057566 0.03180788169565041 0.05351652485848357
-0.10884753016615167 0.38539324370111927 -0.4345037318611995 0.18695353846995189
0.7424694745463677 -0.25793844375062025 0.3015770668213271 0.41588058900777036
-0.09305252913381823 0.033306443313247835 0.3606278799950373 0.9494432542674722
0.1702287405749836 0.5859636459861153 0.36773583859847836 0.6727597820906124
0.6679189026479069 0.33551932190918066 0.3014490573500421 0.00960416004307485
