47.12349284794567 4 16
0.18879435109184217 0.5217367251519327 0.15039719830369402 -0.45919480706217874
1.2087131269388243 -0.6651369112715124 -0.5658216492912734 0.4219125302183371
-0.17665116561621763 0.8133201129855283 0.6860155969678849 -0.625941377242937
-0.6449318412072069 -0.24735672845208434 0.43477638854220535 -0.06491504664963621
-1.1753389080716226 0.17536317023901793 -0.9463014938196797 0.21985450805272544
-0.818372131416044 0.2729848127090848 0.17606209591963395 -0.6391615378032914
1.0468828133660033 0.04803362614086004 0.34364200690053326 -0.10331853015813908
0.17862981952063417 -0.4274335341192239 -0.307094884167456 -0.9256406662371484
0.40418670605640106 0.9245190258648575 -0.6592364723307994 0.39539234901102105
-0.12434527703797937 -0.45720697520196485 0.12866509700577933 0.6160823272552727
0.1118804301456866 -0.9619164911023689 -0.36977262948394407 0.7400020228326394
-0.0966716956633108 -0.5712631515623356 -0.6216874052704064 0.08060954371774476
0.6860346278646838 -0.7624213728900134 -0.11862036636637807 0.3933759467019713
0.187770077528424 -0.8942461270809292 0.3196031914850612 0.4659393119460682
0.19888897514330495 -0.017954029632161084 0.17053926745070136 0.8674454317167875
1.1463874677208126 0.12060786746111862 -1.415202660699626 0.8204506493581757
-0.1365283460907485 -0.07816707083752772 0.07963787946486944 1.0940336265650377
-0.4258264673243275 -0.45353961746617966 0.25093330131751435 0.822892598844417
-0.8335088455398812 -0.31376859516464195 -0.8157970205420078 -0.989821644320054
-0.8343992689598088 -0.41780286805387257 0.5865493385592564 0.6490298186598786
