28.910757523325735 4 16
-0.0671316243591129 0.988320932409835 0.9853044525202261 0.273137766498454
0.7838475608235327 0.6095694148377995 0.14277037734954057 -0.6378968624903782
-0.6642066628775931 -0.22058187169541 0.6894250256084491 -0.19549648891871096
-0.2590946897983567 1.2616812603558298 -0.1955812083959234 0.05096549067237355
-0.2882983739558058 -0.40138206558151723 0.466227525796028 0.6304123934278152
0.18388896318369397 0.8342435192490785 -0.7907584599081714 -0.46921086676392676
-0.3455001927996295 -0.7790644318690678 0.551058032571091 -0.20138547972032383
0.5666265287470904 -0.3377639301035049 0.4701481952988398 0.6790987638391262
-0.7310331396386898 0.6474221255101256 0.14624789340199174 -0.7128574846545672
0.5112013121711687 0.9361447375536299 0.5258213369083706 0.21928610343222643
-0.04767022119843345 0.8187982320119711 -0.0363482073706749 0.6984306472067321
-0.01718287148964881 0.8364438407355392 -0.15075930903391654 -0.10439898521065305
0.571306408839785 0.07224010974769357 -0.24835993865005834 -0.08095012607560514
-0.996592153262196 0.5180147213834434 -0.05049371177775819 0.13356915032510908
-0.42048426438745334 0.5963931977947383 1.0042132677992301 0.3366231952559995
-0.9719763344512655 0.8098397134795086 -0.7618120325410367 0.3458149580638389
0.8028627192628325 0.07190302003922833 0.13804818090076254 -0.718123654947916
-0.12428604390229825 0.8642563099397681 0.1226147212808677 0.864832901492275
0.7585846200565529 -0.595978136746863 0.5308410556552582 0.39052926097319196
0.37801421091393983 0.17958009057997903 0.24668859647422559 -0.8496432521632815
