22.07663995847924 4 16
0.4900079242038049 0.3212051997880523 -0.40370551950114986 0.49542203883847313
-0.9688470126643178 -1.3536333787693335 -0.40014350655785536 -0.8438233927931718
-0.5989582267472917 -0.6773951258177437 0.7275382861189328 0.3214809699066261
-0.5123089478381704 -0.09728385695812691 -1.0624238217054032 -0.9494594566542129
0.17881762528097278 0.4605997702726419 0.6552084267682188 0.4342549756474343
-0.24532323682771828 0.9555184692860654 0.5257914059796305 0.6125033226903518
0.86016343543427 -0.1522385053048454 0.22735521723014362 -0.3155216720109152
0.14972553880893047 -0.08420832370510545 0.07252979974536289 -0.5355239698666638
-0.06966697702695257 0.962114164425163 0.09980194807497 -0.45291960189847724
-0.1999259279742256 0.06834327819416353 -0.6433915219846549 -0.7199920813217158
0.5297856999380086 0.6956658523417116 -0.9846775601691533 -0.14982593203497419
-0.7715656229251249 0.5234149965261486 -0.609108081408184 -0.7369588383291227
-0.635522176081359 -0.2818993099570577 -0.790984269628796 0.48991475071506674
0.4927836840760419 0.7702399576420629 0.6074208998019002 -0.36164070777487844
0.05444668285939591 -0.6553891086403542 -0.3892822416294853 -0.27984305127340725
0.02657087688141857 0.19507155324774295 0.31943709200184345 0.38513980749216925
-0.3620101602437207 0.6073849761258954 0.989752965286827 -0.10868465085146162
-0.0800221308308634 -0.0262237491522046 -0.34146589947661743 -0.6952764960098374
0.8713289877168335 0.288236004794018 -0.058071601993091804 -0.22685412792392323
-0.40167667200246515 0.03618380436005619 1.2244962614307158 -0.7769376917018431
